ETF Ticker,Date,ISIN,CUSIP,SEDOL,Ticker,Description,Security Type,Market Value,Maturity Date,Shares,Security Price,Asset Currency,Shares Outstanding,Total Net Assets,Market Value Weight
WUGI,4/14/20,,CASH,,,CASH,CASH,7138.3,,"7,138.30",,USD,100000,2807388.23,0.25%
WUGI,4/14/20,NL0009538784,N6596X109,B505PN7,NXPI,NXP SEMICONDUCTORS NV,COMMON STOCK,56475.36,,612,92.28,USD,100000,2807388.23,2.01%
WUGI,4/14/20,US8486371045,848637104,B424494,SPLK,SPLUNK INC,COMMON STOCK,26584,,200,132.92,USD,100000,2807388.23,0.95%
WUGI,4/14/20,US30303M1027,30303M102,B7TL820,FB,FACEBOOK INC-CLASS A,COMMON STOCK,84808.92,,476,178.17,USD,100000,2807388.23,3.02%
WUGI,4/14/20,US81762P1021,81762P102,B80NXX8,NOW,SERVICENOW INC,COMMON STOCK,68876.52,,228,302.09,USD,100000,2807388.23,2.45%
WUGI,4/14/20,KYG875721634,G87572163,BMMV2K8,700 HK,TENCENT HOLDINGS LTD /HKD/,COMMON STOCK,81529.45,,1600,395,HKD,100000,2807388.23,2.90%
WUGI,4/14/20,US01609W1027,01609W102,BP41ZD1,BABA,ALIBABA GROUP HOLDING-SP ADR,COMMON STOCK,81092.88,,396,204.78,USD,100000,2807388.23,2.89%
WUGI,4/14/20,US49338L1035,49338L103,BQZJ0Q9,KEYS,KEYSIGHT TECHNOLOGIES IN,COMMON STOCK,75508.56,,796,94.86,USD,100000,2807388.23,2.69%
WUGI,4/14/20,US74736K1016,74736K101,BR9YYP4,QRVO,QORVO INC,COMMON STOCK,83362.24,,928,89.83,USD,100000,2807388.23,2.97%
WUGI,4/14/20,US02079K1079,02079K107,BYY88Y7,GOOG,ALPHABET INC-CL C,COMMON STOCK,81230.72,,64,1269.23,USD,100000,2807388.23,2.89%
WUGI,4/14/20,GB00BZ09BD16,G06242104,BZ09BD1,TEAM,ATLASSIAN CORP PLC-CLASS A,COMMON STOCK,63032.52,,436,144.57,USD,100000,2807388.23,2.25%
WUGI,4/14/20,US0231351067,23135106,2000019,AMZN,AMAZON.COM INC,COMMON STOCK,127865.92,,56,2283.32,USD,100000,2807388.23,4.55%
WUGI,4/14/20,US0079031078,7903107,2007849,AMD,ADVANCED MICRO DEVICES,COMMON STOCK,235759.56,,4292,54.93,USD,100000,2807388.23,8.40%
WUGI,4/14/20,US0326541051,32654105,2032067,ADI,ANALOG DEVICES INC,COMMON STOCK,57691.2,,560,103.02,USD,100000,2807388.23,2.06%
WUGI,4/14/20,US02156B1035,02156B103,BYWMQJ2,AYX,ALTERYX INC - CLASS A,COMMON STOCK,64084.16,,536,119.56,USD,100000,2807388.23,2.28%
WUGI,4/14/20,US79466L3024,79466L302,2310525,CRM,SALESFORCE.COM INC,COMMON STOCK,80747.52,,512,157.71,USD,100000,2807388.23,2.88%
WUGI,4/14/20,US67066G1040,67066G104,2379504,NVDA,NVIDIA CORP,COMMON STOCK,139703.4,,492,283.95,USD,100000,2807388.23,4.98%
WUGI,4/14/20,US4581401001,458140100,2463247,INTC,INTEL CORP,COMMON STOCK,28874.16,,476,60.66,USD,100000,2807388.23,1.03%
WUGI,4/14/20,US5949181045,594918104,2588173,MSFT,MICROSOFT CORP,COMMON STOCK,129927.6,,748,173.7,USD,100000,2807388.23,4.63%
WUGI,4/14/20,BMG5876H1051,G5876H105,2594653,MRVL,MARVELL TECHNOLOGY GROUP LTD,COMMON STOCK,99873.36,,3912,25.53,USD,100000,2807388.23,3.56%
WUGI,4/14/20,US7475251036,747525103,2714923,QCOM,QUALCOMM INC,COMMON STOCK,145483.8,,1876,77.55,USD,100000,2807388.23,5.18%
WUGI,4/14/20,US60937P1066,60937P106,BF2FJ99,MDB,MONGODB INC,COMMON STOCK,70328,,472,149,USD,100000,2807388.23,2.51%
WUGI,4/14/20,US81141R1005,81141R100,BYWD7L4,SE,SEA LTD-ADR,COMMON STOCK,114300.72,,2276,50.22,USD,100000,2807388.23,4.07%
WUGI,4/14/20,US64110L1061,64110L106,2857817,NFLX,NETFLIX INC,COMMON STOCK,86018.4,,208,413.55,USD,100000,2807388.23,3.06%
WUGI,4/14/20,US83088M1027,83088M102,2961053,SWKS,SKYWORKS SOLUTIONS INC,COMMON STOCK,82293.4,,860,95.69,USD,100000,2807388.23,2.93%
WUGI,4/14/20,US9839191015,983919101,2985677,XLNX,XILINX INC,COMMON STOCK,28525.44,,332,85.92,USD,100000,2807388.23,1.02%
WUGI,4/14/20,US98980G1022,98980G102,BZ00V34,ZS,ZSCALER INC,COMMON STOCK,28187.52,,424,66.48,USD,100000,2807388.23,1.00%
WUGI,4/14/20,US0900401060,90040106,BFNLRN6,BILI,BILIBILI INC-SPONSORED ADR,COMMON STOCK,62104.8,,2260,27.48,USD,100000,2807388.23,2.21%
WUGI,4/14/20,KYG9830T1067,G9830T106,BG0ZMJ9,1810 HK,XIAOMI CORP-CLASS B /HKD/,COMMON STOCK,24163.68,,18400,10.18,HKD,100000,2807388.23,0.86%
WUGI,4/14/20,KYG596691041,G59669104,BGJW376,3690 HK,MEITUAN DIANPING-CLASS B /HKD/,COMMON STOCK,105923.79,,8400,97.75,HKD,100000,2807388.23,3.77%
WUGI,4/14/20,NL0013056914,N14506104,BFXCLC6,ESTC,ELASTIC NV,COMMON STOCK,66057,,1164,56.75,USD,100000,2807388.23,2.35%
WUGI,4/14/20,US98980L1017,98980L101,BGSP7M9,ZM,ZOOM VIDEO COMMUNICATIONS-A,COMMON STOCK,23269.96,,164,141.89,USD,100000,2807388.23,0.83%
WUGI,4/14/20,US83088V1026,83088V102,BKBS541,WORK,SLACK TECHNOLOGIES INC- CL A,COMMON STOCK,22079.04,,872,25.32,USD,100000,2807388.23,0.79%
WUGI,4/14/20,US23804L1035,23804L103,BKT9Y49,DDOG,DATADOG INC - CLASS A,COMMON STOCK,28015.2,,720,38.91,USD,100000,2807388.23,1.00%
WUGI,4/14/20,TW0002454006,Y5945U103,6372480,2454 TT,MEDIATEK INC /TWD/,COMMON STOCK,85175.44,,7000,365.5,TWD,100000,2807388.23,3.03%
WUGI,4/14/20,TW0002330008,Y84629107,6889106,2330 TT,TAIWAN SEMICONDUCTOR MAN /TWD/,COMMON STOCK,161295.69,,17000,285,TWD,100000,2807388.23,5.75%
